Station Name,State,Data Type,Value,Value_Type,Date
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,07/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/22/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/23/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/24/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/25/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/26/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/27/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,07/28/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/29/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,07/30/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,07/31/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/01/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/02/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/03/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/04/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/05/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/06/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/07/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/08/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/09/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,08/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,08/22/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/23/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/24/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/25/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/26/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/27/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,08/28/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,08/29/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/30/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,08/31/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,09/01/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/02/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/03/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/04/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/05/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/06/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/07/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/08/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,1.7,in,09/09/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,09/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,09/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,09/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/22/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/23/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/24/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,09/25/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/26/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/27/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/28/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/29/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,09/30/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/01/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/02/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/03/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/04/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/05/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/06/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/07/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,10/08/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/09/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/22/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,10/23/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,1.3,in,10/24/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,10/25/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,10/26/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,10/27/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.4,in,10/28/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,10/29/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,10/30/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.9,in,10/31/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/01/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/02/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/03/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/04/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/05/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/06/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/07/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/08/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/09/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,11/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.7,in,11/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,11/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.6,in,11/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/22/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/23/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/24/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/25/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/26/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,11/27/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,11/28/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,11/29/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,11/30/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,12/01/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,12/02/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.5,in,12/03/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/04/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/05/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,12/06/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/07/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/08/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.1,in,12/09/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,12/10/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.2,in,12/11/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,12/12/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/13/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,1.1,in,12/14/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/15/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/16/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/17/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,12/18/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.8,in,12/19/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/20/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.0,in,12/21/2010
Grand Targhee, WY,PRECIPITATION INCREMENT,0.3,in,12/22/2010
